rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
181,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",98,165,81,"1405108"
182,"spotify:track:6FjbAnaPRPwiP3sciEYctO","Pritam, Arijit Singh","Raabta","T-Series",41,170,147,"1395889"
183,"spotify:track:29m79w9xPMH4YCD6r8JSmV","AP Dhillon, Gurinder Gill, Intense","Excuses","RUN-UP RECORDS",1,196,198,"1391290"
184,"spotify:track:4D8eFUu6Hvulrq6CGqGaLR","Talwiinder, NDS","Khayaal","Sony Music Entertainment India Pvt. Ltd.",75,159,16,"1390731"
185,"spotify:track:7m4CgL81VVIHaaiSxyH922","Yo Yo Honey Singh","Desi Kalakaar","T-Series",13,161,81,"1387641"
186,"spotify:track:4chxJYv0qsOKQukt6cKp97","Mustafa Zahid","Toh Phir Aao","Vishesh Films Pvt Ltd.",155,163,11,"1386628"
187,"spotify:track:6t9KM2EQD4H2KbrTgHGYf3","Sachin-Jigar, Jasmine Sandlas, Amitabh Bhattacharya","Taras - From ""Munjya""","Zee Music Company",38,177,49,"1385746"
188,"spotify:track:4N1ExTZqjnU5D2sfiK8Xvj","Hammy Muzic, Legacy","Not Like You","Hammy Muzic",188,-1,1,"1385567"
189,"spotify:track:3uUAbrwsttRpv2kfAvAUN9","Aditya Rikhari","Teri Yaad","Universal Music India Pvt Ltd.",134,-1,3,"1385091"
190,"spotify:track:2MvCNH9ua0CeOgUQfZf56z","Javed Ali","Guzarish","T-Series",109,-1,33,"1382646"
191,"spotify:track:0MTdYgTZ25sLCO6kVnDoje","Sai Abhyankkar, Sai Smriti","Aasa Kooda - From ""Think Indie""","Think Music",3,173,59,"1373078"
192,"spotify:track:2lRpc4yAz0Bc2lMmFATLGv","Vikram Sarkar, Guri Nimana","Nazra Ke Teer","All Good Music Pvt Ltd",192,-1,1,"1372571"
193,"spotify:track:2JlzHPGIVaLNAppX1viq7f","Santhosh Narayanan, The Indian Choral Ensemble, Vivek","Kanimaa (From ""Retro"")","T-Series",16,191,17,"1369510"
194,"spotify:track:6y5SuF4NxGkvwpAdqcAkD3","Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya","Ve Kamleya","Saregama India Ltd",15,179,104,"1362371"
195,"spotify:track:1o8YPl0hyGbpRcHplXNvsm","Vishal Mishra, Sachin-Jigar, Amitabh Bhattacharya","Khoobsurat (From ""Stree 2"")","Saregama India Ltd",5,-1,44,"1360676"
196,"spotify:track:69Qzz3yyQSsA0T95jLDoPL","Gurnazar, Chet Singh","Dil Tu Jaan Tu","Jhankar Music",14,181,51,"1353117"
197,"spotify:track:4sMSus4SLtPlA3iJzUuQfC","Asees Kaur, Mithoon, Vishal Mishra","Jaan Ban Gaye - From ""Khuda Haafiz""","Zee Music Company",72,-1,71,"1352175"
198,"spotify:track:2E5kZ1qnB7V9bcwBEKvZv8","Arijit Singh, Prasad S, Kunaal Vermaa","Kasturi (From ""Amar Prem Ki Prem Kahani"")","Times Music",61,-1,28,"1350554"
199,"spotify:track:79hQvdTHNBkq2fp2ZrM8b2","Javed-Mohsin, Arijit Singh, Shreya Ghoshal, Kunaal Vermaa, Prashant Ingole","Pal","Sony Music Entertainment India Pvt. Ltd.",34,193,327,"1340148"
200,"spotify:track:6zCQF5tu7HVwU9shhKqiuF","Jeet Gannguli, Arijit Singh, Rashmi Virag","Khamoshiyan","Sony Music Entertainment India Pvt. Ltd.",90,-1,74,"1339144"
