rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
158,"spotify:track:4GJycRWuL2ppN1dqufdW8a","5sta Family","Зачем","Zion Music",148,178,6,"10760"
159,"spotify:track:1FAKK1hn0mSI78r3x695pn","Whole Lotta Swag","Я тебя люблю","INDI Music under exclusive license to S&P Digital",36,142,13,"10755"
160,"spotify:track:0GGAbLItGQQ0ebKUISsAHW","OBLADAET, Icegergert","NAME","Players Club Studio",13,128,23,"10725"
161,"spotify:track:5vBMfv4r9a6APlMOMmulDZ","auratoshi","sil2nt hill","88 СЕВЕР",140,140,8,"10697"
162,"spotify:track:6HpaRrrjCm5acaNUCuKxaG","Alyona Shvets","Расстрел","Booking RM",128,164,10,"10663"
163,"spotify:track:11gZL0HigsqfzjTHOpdFjE","Nakama, Mc Staff","MENTE MÁ","void",155,155,4,"10608"
164,"spotify:track:5HzvDf2yrWgawC9zdqHXbM","Gorod 312","Вне зоны доступа","ООО ""Р-Концерт""",164,-1,5,"10592"
165,"spotify:track:1Y373MqadDRtclJNdnUXVc","Black Sabbath","Paranoid - 2009 Remaster","Sanctuary Records",119,119,2,"10568"
166,"spotify:track:0Oj8rpo6eiGvJmnLs4ZrkH","Nervy","Батареи","ГРУППА НЕРВЫ",26,144,178,"10566"
167,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",145,179,34,"10565"
168,"spotify:track:5rbKNd54ig1qtSUeK83OOo","ANNA ASTI","По барам","Fenix Music",21,150,108,"10541"
169,"spotify:track:0eFMbKCRw8KByXyWBw8WO7","Jung Kook","Still With You","BIGHIT MUSIC",139,186,7,"10498"
170,"spotify:track:6YTfqiXQdX1SODLieUjNdf","Zvonkiy","Голоса","Velvet Music",128,-1,5,"10460"
171,"spotify:track:3gVhsZtseYtY1fMuyYq06F","Rammstein","Sonne","Vertigo Berlin",16,176,152,"10453"
172,"spotify:track:7y5xbT9ia7I9XLZAIXTFne","Valentin Strykalo","Все мои друзья","Валентин Стрыкало",95,131,28,"10443"
173,"spotify:track:7k3OyQbRENC5q53Ra6O0gm","Poshlaya Molly","Паки пуси","DROPBLED",115,190,12,"10423"
174,"spotify:track:7IvHdzyoI5gOx9h9cIFAyD","GERA AMEN, SALUKI","СНОВА","CARNIVAL RECORDS",174,-1,1,"10400"
175,"spotify:track:7ojBwkKhmZzXDjrqwfLH26","zhanulka","портреты - Acoustic","rabstvo",16,173,131,"10361"
176,"spotify:track:0iBxiKBIPhT8CIfZNKQSZ5","Мэйби Бэйби","Кардиограмма","Booking RM",110,110,3,"10357"
177,"spotify:track:63Pi2NAx5yCgeLhCTOrEou","Imogen Heap","Headlock","Megaphonic",58,194,33,"10337"
178,"spotify:track:0fK7ie6XwGxQTIkpFoWkd1","JENNIE","like JENNIE","OA Entertainment/Columbia",20,192,20,"10334"
179,"spotify:track:1QV6tiMFM6fSOKOGLMHYYg","Lady Gaga","Poker Face","Streamline/Interscope",87,175,36,"10300"
180,"spotify:track:43wgyQXc2M9KmTDUqVzugM","MiyaGi & Endspiel, Rem Digga","I Got Love","Hajime Records",64,199,91,"10253"
181,"spotify:track:4ZhLYdmhWdPTZcnAy9SZZO","ПОЛМАТЕРИ","ярче звёзд","Streaming Club, under exclusive license to Rhymes Music Inc.",4,191,121,"10226"
182,"spotify:track:7HDzjFL9m3u6YmnVw4sait","FORTUNA 812, waunty 812","armorclub 2","FORTUNA812",118,167,19,"10219"
183,"spotify:track:2L0hQycthHrCGS9XenZnaM","Korol i Shut","Лесник","Первое музыкальное",6,169,116,"10158"
184,"spotify:track:1zE8M16lkbaRW17hcLYlL0","Icegergert","Her loss","GAZ",29,145,45,"10151"
185,"spotify:track:0nukg1QtwhP7jBbmeFKoiT","CUPSIZE","ты любишь танцевать","VK Records",79,166,47,"10142"
186,"spotify:track:3tGcfXzjfMMKW4nZbfdD5H","Max Korzh","Мотылёк","Макс Корж",101,182,61,"10112"
187,"spotify:track:6xKHZ3Gr9uisd19Omc0Om0","Endspiel, Ollane","Приятная","Hajime records",187,-1,1,"10099"
188,"spotify:track:1dzQoRqT5ucxXVaAhTcT0J","Lady Gaga, Colby O'Donis","Just Dance","Streamline/Interscope",131,185,20,"10073"
189,"spotify:track:7hZLv9vCEoRBxOjyGEoih0","SEREBRO","Перепутала","MONOLIT",139,-1,14,"10057"
190,"spotify:track:7hrAs40pKmU5eBzbKAJp3A","CUPSIZE","целую тебя","VK Records",56,154,45,"10034"
191,"spotify:track:1WbhIxkn5ECsOwUm795iX1","Lil Peep","Star Shopping","Death Note Music, LLC",90,184,131,"10034"
192,"spotify:track:0d28khcov6AiegSCpG5TuT","Gorillaz, De La Soul","Feel Good Inc.","Parlophone UK",134,-1,11,"10024"
193,"spotify:track:476dvxGAAmX276frToEqcy","Exile, STOPBAN, DILBLIN","MiMiMaMaMu","A+",2,-1,110,"10018"
194,"spotify:track:5Z8YDahqRCzMQRwKZPk5dC","Big Baby Tape, kizaru","Million","Koala Music",17,180,181,"9999"
195,"spotify:track:0b475CyeEqsrlGaJXvzSzQ","kurokov, mapt0v","стало похуй","AURORA RECORDS",137,-1,2,"9992"
196,"spotify:track:6Dx1leKiMwzbSgbaQmoxBT","Владимир Клявин","Планы","Владимир Клявин",132,-1,29,"9969"
197,"spotify:track:4dfDDZfQggrIKwXgikStNE","auratoshi","summer","88 СЕВЕР",197,-1,1,"9964"
198,"spotify:track:1QpOOcfTPwdkJUJShO882a","ФРЕНДЗОНА, Мэйби Бэйби","Кокоро","Booking RM",86,197,11,"9921"
199,"spotify:track:0WMObwSSmP8k9azseajaKt","Kino","Звезда по имени Солнце","Цой В.Р. (наследники), Каспарян Ю.Д., Тихомиров И.Р., Гурьянов Г.К. (наследники) / ООО «Национальное музыкальное издательство»",109,196,27,"9907"
200,"spotify:track:07L6phtNHreQd3ZAwipSuI","LOBODA","к черту любовь","Koala Music",120,198,10,"9903"
