rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
50,"spotify:track:73scB4Q4fcOmnsBVZPmk32","KAROL G","Si Antes Te Hubiera Conocido","Bichota/Interscope Records",1,42,59,"68865"
51,"spotify:track:3YrTrs2hJbLklaBdhr4TrH","ROA, De La Rose, Luar La L, Yan Block, Omar Courtz","ETA - RMX","UMLE - Latino",14,41,35,"68617"
52,"spotify:track:0l0vcZMU7AOeQmUIREoI2U","Rauw Alejandro, Bad Bunny","Qué Pasaría...","Sony Music Latin/Duars Entertainment",1,54,38,"68392"
53,"spotify:track:1B1maIpcMpPDZ8GT0WHT0V","KAROL G","Milagros","Bichota/Interscope Records",29,61,13,"67203"
54,"spotify:track:2KrQbq3aqGOFGnkTKnN2XA","KAROL G","LATINA FOREVA","Bichota/Interscope Records",16,50,11,"66878"
55,"spotify:track:2G9IqD0eydBfEaQlNTjij8","Danny Ocean, Kenia Os","AyMami","Atlantic Records",55,154,4,"65554"
56,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",1,53,31,"64636"
57,"spotify:track:2RnCVOUcOaPeTlFRW3NHQJ","Kybba, Sean Paul, Ryan Castro, Busy Signal","Ba Ba Bad Remix","Basshall",57,73,4,"64418"
58,"spotify:track:6pJj7JbS6TXCZW19BzXot6","Yan Block, RaiNao, Slow Jamz","SUERTE","SONAR LLC.",46,46,5,"63461"
59,"spotify:track:6m1TWFMeon7ai9XLOzdbiR","BTS","FAKE LOVE","BIGHIT MUSIC",29,-1,46,"63325"
60,"spotify:track:3d2bsbugow8JiNvuaRupFH","Jimin, Sofia Carson","Slow Dance (feat. Sofia Carson)","BIGHIT MUSIC",52,52,10,"63030"
61,"spotify:track:0JY2QXSvlpA8DZwgaAYWlY","Miguel Bueno, Juan Duque","Solcito","Sony Music Latin",8,56,21,"62218"
62,"spotify:track:7G7mSV4BebkoHWwKTDvXu9","V, Park Hyo Shin","Winter Ahead (with PARK HYO SHIN)","BIGHIT MUSIC",33,65,35,"61910"
63,"spotify:track:5Fhr3wqeieN5WDkAsqL1JJ","j-hope","MONA LISA","BIGHIT MUSIC",11,58,20,"61784"
64,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",28,62,177,"59949"
65,"spotify:track:2J9B63FawlTaPdg4eH5X03","Beéle","Loco","Hear This Music",24,63,83,"59342"
66,"spotify:track:6Boai8zLsZZG2AEHnlLXqj","Danny Ocean","Ojala","Atlantic Records",66,-1,1,"58108"
67,"spotify:track:4UAnQaQTSMjKjHkqjKwEYx","BTS","Permission to Dance - Live","BIGHIT MUSIC",45,57,3,"57424"
68,"spotify:track:2uSNmomB97wZrIO7rGXteO","Danny Ocean, Louis BPM","Sunshine","Atlantic Records",68,-1,1,"56844"
69,"spotify:track:5rBE7fZIOauzXUm1E9vPxM","Eladio Carrion, Omar Courtz","Primer Lugar","Rimas Entertainment LLC",64,64,2,"55843"
70,"spotify:track:0ETWLLoRd6Z4r97h3740C1","Danny Ocean, Aitana","Anoche","Atlantic Records",70,-1,1,"54758"
71,"spotify:track:3m9ffnQYlWhsIClqADZ5SO","Danny Ocean","Babylona","Atlantic Records",71,-1,1,"54138"
72,"spotify:track:1pLCpA1RN8avJxSD3ZCwhj","Arcángel","Pa' Que La Pases Bien","Cinq Recordings",65,79,63,"53868"
73,"spotify:track:0DMJz677XfXiiruhIELu2e","Jombriel, DFZM, Jøtta","VITAMINA","WEA Latina",9,43,23,"53463"
74,"spotify:track:1CPZ5BxNNd0n0nF4Orb9JS","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Golden","K-Pop Demon Hunters",74,76,6,"53413"
75,"spotify:track:6C1RD7YQVvt3YQj0CmuTeu","Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz","Diles","Rimas Entertainment LLC",38,70,98,"53151"
76,"spotify:track:0To1HWIDce0JUJbJMZno0W","Danny Ocean","Uuu","Atlantic Records",76,-1,1,"52477"
77,"spotify:track:5hWpXZOs7vpz0JD3CIylsb","ROA","FANTASÍA","Universal Music Latino",62,80,24,"52341"
