rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
46,"spotify:track:3be9ACTxtcL6Zm4vJRUiPG","yung kai","blue","BMG Rights Management (US) LLC",19,44,31,"159931"
47,"spotify:track:4Zwn8WxD61diTwqv9hyTQA","EggPlantEgg","閣愛妳一擺","WM Taiwan",2,94,191,"155188"
48,"spotify:track:6GyUt7yJ0sOktc5HjvVnFh","Firdhaus, DIOR 大穎","在加納共和國離婚","Loolala Music (M) Sdn Bhd",1,50,82,"154824"
49,"spotify:track:0qkYuCno3SoU8vxkCdx0iJ","SEVENTEEN","THUNDER","PLEDIS Entertainment",4,47,11,"152872"
50,"spotify:track:2BkTPMr1v6Fr6JJwc4V7R5","TWICE","Strategy (from the Netflix film KPop Demon Hunters)","Republic Records - TWICE",30,46,8,"140803"
51,"spotify:track:2HRgqmZQC0MC7GeNuDIXHN","Jung Kook, Latto","Seven (feat. Latto) (Explicit Ver.)","BIGHIT MUSIC",1,54,108,"140694"
52,"spotify:track:6IYvOX6K6tbBmj00JRU5Rw","TOMORROW X TOGETHER","Beautiful Strangers","Republic Records - TXT",35,35,3,"135856"
53,"spotify:track:2CGNAOSuO1MEFCbBRgUzjd","Kendrick Lamar, SZA","luther (with sza)","pgLang, under exclusive license to Interscope Records",4,61,37,"135751"
54,"spotify:track:5pIcwtJYNJx93l420oR2Vm","Jay Chou","晴天","Universal Music Taiwan (JVR)",12,63,296,"133272"
55,"spotify:track:6RN4rGtDTTx9orufM72pC4","Pets Tseng","Count to Ten","HIM International Music Inc.",36,56,13,"132963"
56,"spotify:track:7tgzj2IqzSgUpxUhjmcF5m","告五人","披星戴月的想你","Bin Music International Limited",16,58,348,"131755"
57,"spotify:track:1IS0WFyiVpwsATeSzjEvpI","EggPlantEgg","浪流連","WM Taiwan",1,51,347,"131008"
58,"spotify:track:5PCOOngROV9jWsUViSy4Ed","j-hope, GloRilla","Killin' It Girl (feat. GloRilla)","BIGHIT MUSIC",8,76,8,"130984"
59,"spotify:track:6EE6lFjlQeERL683Ver4Po","頑童Mj116","兄弟們要進城","Rock Records Co., Ltd.",20,45,16,"130934"
60,"spotify:track:3xJK8ywApYVEYIDhymYMC6","Stefanie Sun","遇見","WM Taiwan",49,-1,224,"130533"
61,"spotify:track:2VEt42QSQxILgEf9B50xxm","Bestards","不是因為天氣晴朗才愛你","何樂音樂有限公司",5,69,302,"130336"
62,"spotify:track:2FQE7XVMDtuHjkjY0D1uwj","Crowd Lu","愚人節快樂","Team Ear Music",6,67,19,"129373"
63,"spotify:track:5EoV2HmAlkqN1XvsIjOBZZ","Hearts2Hearts","STYLE","SM Entertainment",38,115,7,"129347"
64,"spotify:track:0iIcuwia47B5bzjVpyUwyI","Ed Sheeran, F1 The Album","Drive (From F1® The Movie)","Atlantic Records",55,57,6,"129333"
65,"spotify:track:4s3iUkYgh9gCeGYqCODrQe","于冬然","座位","海神音乐",65,-1,1,"127914"
66,"spotify:track:1MUZitHRpmng5NevrvNx4T","BABYMONSTER","DRIP","YG Entertainment",5,64,40,"127318"
67,"spotify:track:0Q4YuuiCuxIIKUw2fb1cmV","F.I.R.","我們的愛","WM Taiwan",50,55,83,"126215"
68,"spotify:track:5oPP4Sc6CFAD3SRsM8ZGe7","頑童Mj116","OGS","Rock Records Co., Ltd.",10,52,14,"125886"
69,"spotify:track:6lAvyeD3Nq43AjyCxZQj54","aespa","Armageddon","SM Entertainment",6,65,63,"125065"
70,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",70,71,14,"123258"
71,"spotify:track:5Sib99jpYybZAicUMETb3h","Joker Xue","演员","潮石音乐",8,-1,284,"121577"
72,"spotify:track:0m1cI6aV1jq537JamnL592","JOLIN","妥協","WM Taiwan",36,74,60,"120330"
73,"spotify:track:4FhJ7YSRxATHnaRg4nGs6t","sodagreen","小情歌","F67林暐哲音樂社",46,60,303,"119217"
74,"spotify:track:0wrppxeWurW1uRnxI6Ut9v","MEOVV","HANDS UP","The Black Label",8,81,14,"119089"
75,"spotify:track:5ZOwYh8V6YIYeklb3TUPB2","DIOR 大穎","節約用愛","Sony Music Entertainment",18,82,9,"119013"
76,"spotify:track:3AKYofM0vFekNthGbpjMpN","ZQS","这是你期盼的长大吗","鲸鱼向海",23,89,80,"117163"
77,"spotify:track:1aKvZDoLGkNMxoRYgkckZG","ILLIT","Magnetic","BELIFT LAB",1,99,72,"116666"
78,"spotify:track:2kutq7mQIFYUdGxHptsMlE","Tr33, BK, Seluu","你知道你比晚霞好看嗎","Yiu Kin Man",36,72,12,"116543"
79,"spotify:track:3FLR0AnSpUYPDlDCaSqsXc","郑润泽","瞬","银河方舟StarNation X 青桔音乐",37,113,72,"115206"
80,"spotify:track:0GOqhXyouUxqPEw9ypTOLm","G-DRAGON, Anderson .Paak","TOO BAD","Galaxy Corporation / EMPIRE",6,62,24,"115183"
81,"spotify:track:0c9gjnRGBRke9VmLaZWmhM","陈村长","爱怎么了","新坚诚文化",72,96,25,"114341"
82,"spotify:track:2mchvAmESMEQzuVBB07qAe","JOLIN","Fish Love","WM Taiwan",37,37,2,"114270"
83,"spotify:track:6mO5fCJKvB9tr5RAFvBO7z","Jia Jia","家家酒","Bin Music International Limited",15,173,329,"113957"
84,"spotify:track:4vOdo3JoB1hVBvudzOtlnT","TINY 7","零距离的思念","雪球音乐",84,128,7,"113813"
85,"spotify:track:4p0uVFAXKUISu8yp9gNtWE","ILLIT","Billyeoon Goyangi (Do the Dance)","BELIFT LAB",11,108,7,"113619"
86,"spotify:track:57w29bSwdIZ6gr6xXOqwc1","Jay Chou","七里香","Universal Music Taiwan (JVR)",14,85,155,"112017"
87,"spotify:track:2BHXQNTVx1WWEk3WyCo4VO","en","跳楼机","C.Z Music",8,73,21,"111622"
88,"spotify:track:0Q7PMMu2ZDQDF5VjlCOBfc","G-DRAGON","POWER","Galaxy Corporation / EMPIRE",13,70,40,"110047"
89,"spotify:track:6RUKPb4LETWmmr3iAEQktW","The Chainsmokers, Coldplay","Something Just Like This","Disruptor Records/Columbia",1,92,414,"109814"
90,"spotify:track:51pREVFJeAJGvhJ1rYCKZH","ILLIT","jellyous","BELIFT LAB",90,118,2,"109238"
91,"spotify:track:4vdX5mQE0oXkflFqsqQkUP","Leehom Wang","愛錯","寬魚國際股份有限公司",42,88,41,"108601"
92,"spotify:track:4H6s1mTZcjHAMU36ZF3Xoz","Jin","Nothing Without Your Love","BIGHIT MUSIC",41,116,8,"108201"
93,"spotify:track:040pXYnS2oXWYxHPRry1WC","頑童Mj116","NONO","Rock Records Co., Ltd.",12,78,12,"108057"
94,"spotify:track:1lcBt7LoEikqYmhUoa2cez","ROSÉ","number one girl","Atlantic Records",4,97,37,"107748"
95,"spotify:track:4cOagvJS8xGFU4VLpcp0gK","Zhang Zhen Yue","浪人的…","Rock Records Co., Ltd.",61,127,8,"107582"
96,"spotify:track:7fAdinC2UTc0Y9GiKrkTtu","卢卢快闭嘴","字字句句","鲸鱼向海",4,138,115,"106419"
97,"spotify:track:0L7R4dmkwk46DEZgqx1fF7","Amazing Show","偷偷愛","火玄火包股份有限公司 AmazingShow CO LTD",34,83,33,"105612"
98,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",3,106,119,"105574"
99,"spotify:track:4QWSICaQ6LGmcS8qX9lNVh","阿冗","你的答案","煮草文化",17,110,287,"105398"
100,"spotify:track:3V2v19gDm4rmRkMwcgS4X2","颜人中","有些","中视鸣达",14,95,214,"105027"
101,"spotify:track:24Y63uAvj6Oc9jGuTlhlgf","LE SSERAFIM","HOT","SOURCE MUSIC",6,80,21,"104845"
102,"spotify:track:72OVnXDzugvrCU25lMi9au","WeiBird","如果可以 - 電影""月老""主題曲","Sony Music Entertainment",1,93,196,"104563"
103,"spotify:track:5tZbcQ5PYID0xB0VNblmrK","Stefanie Sun","雨天","WM Taiwan",72,153,57,"104287"
104,"spotify:track:3n3zzFH7zzO0gJNaw4RKSm","Pets Tseng","一個人想著一個人","WM Taiwan",102,139,45,"104260"
105,"spotify:track:3Cx7xFZ0ymK0Vjp408xLbo","于冬然","听说你","酷狗文化",46,-1,46,"104130"
106,"spotify:track:4XrWar13kLO1jr535AzKrQ","Stefanie Sun","我不難過","WM Taiwan",73,102,20,"103862"
107,"spotify:track:68tZwwRuo9ip5gRQFG1XWF","Stefanie Sun","開始懂了","WM Taiwan",68,98,48,"103251"
108,"spotify:track:3Z9RDHetSqrfqCl31fcSN2","Firdhaus","友谊长存","Loolala Music (M) Sdn Bhd",18,137,69,"103237"
109,"spotify:track:4EwNWRBWdZ6bgvxRHlZ8OO","G-DRAGON","CROOKED","YG Entertainment",48,86,37,"103093"
110,"spotify:track:5cU1O9P0EDA0rPkPDykhIm","Eric Chou","怎麼了","Sony Music Entertainment",2,126,343,"103023"
111,"spotify:track:5TkQbhQm9BXONk2agDo4w9","Khalil Fong","紅豆","WM Hong Kong",13,-1,14,"102936"
112,"spotify:track:1pALOIA4ytESmhl7Fxjdic","Jay Chou","楓","Universal Music Taiwan (JVR)",15,149,99,"102551"
